Study Name	Tungsten_Calibrayion
5.650000E-9	-5.821543E-5
5.700000E-9	-6.335428E-5
5.750000E-9	-6.678018E-5
5.800000E-9	-7.020608E-5
5.850000E-9	-5.478953E-5
5.900000E-9	-3.594708E-5
5.950000E-9	-3.252118E-5
6.000000E-9	-4.965068E-5
6.050000E-9	-8.904853E-5
6.100000E-9	-1.507147E-4
6.150000E-9	-2.226586E-4
6.200000E-9	-3.151579E-4
6.250000E-9	-4.247867E-4
6.300000E-9	-5.104342E-4
6.350000E-9	-5.515450E-4
6.400000E-9	-5.601098E-4
6.450000E-9	-5.344155E-4
6.500000E-9	-4.504810E-4
6.550000E-9	-3.391392E-4
6.600000E-9	-2.243716E-4
6.650000E-9	-7.534493E-5
6.700000E-9	9.937598E-5
6.750000E-9	2.415508E-4
6.800000E-9	3.391890E-4
6.850000E-9	4.145588E-4
6.900000E-9	4.505307E-4
6.950000E-9	4.368271E-4
7.000000E-9	3.957163E-4
7.050000E-9	3.306242E-4
7.100000E-9	2.432638E-4
7.150000E-9	1.593292E-4
7.200000E-9	9.081123E-5
7.250000E-9	3.257093E-5
7.300000E-9	6.876675E-6
7.350000E-9	2.229323E-5
7.400000E-9	4.970043E-5
7.450000E-9	7.539468E-5
7.500000E-9	1.147925E-4
7.550000E-9	1.610422E-4
7.600000E-9	1.815976E-4
7.650000E-9	1.798846E-4
7.700000E-9	1.730328E-4
7.750000E-9	1.713199E-4
7.800000E-9	1.610422E-4
7.850000E-9	1.490515E-4
7.900000E-9	1.644681E-4
7.950000E-9	2.364120E-4
8.000000E-9	3.374760E-4
8.050000E-9	4.419660E-4
8.100000E-9	5.567336E-4
8.150000E-9	6.646495E-4
8.200000E-9	7.280286E-4
8.250000E-9	7.520099E-4
8.300000E-9	7.554358E-4
8.350000E-9	7.280286E-4
8.400000E-9	6.612236E-4
8.450000E-9	5.652984E-4
8.500000E-9	4.659473E-4
8.550000E-9	3.717350E-4
8.600000E-9	3.186336E-4
8.650000E-9	3.100688E-4
8.700000E-9	3.289113E-4
8.750000E-9	3.837257E-4
8.800000E-9	4.762250E-4
8.850000E-9	5.652984E-4
8.900000E-9	6.132610E-4
8.950000E-9	6.338164E-4
9.000000E-9	6.406682E-4
9.050000E-9	6.132610E-4
9.100000E-9	5.396041E-4
9.150000E-9	4.419660E-4
9.200000E-9	3.374760E-4
9.250000E-9	2.398379E-4
9.300000E-9	1.661810E-4
9.350000E-9	1.216443E-4
9.400000E-9	9.423713E-5
9.450000E-9	1.113666E-4
9.500000E-9	1.798846E-4
9.550000E-9	2.758098E-4
9.600000E-9	3.683091E-4
9.650000E-9	4.539566E-4
9.700000E-9	5.121969E-4
9.750000E-9	5.156228E-4
9.800000E-9	4.847897E-4
9.850000E-9	4.334012E-4
9.900000E-9	3.648832E-4
9.950000E-9	2.740969E-4
1.000000E-8	1.798846E-4
1.005000E-8	9.595008E-5
1.010000E-8	3.599683E-5
1.015000E-8	8.589625E-6
1.020000E-8	1.201553E-5
1.025000E-8	5.997813E-5
1.030000E-8	1.473386E-4
1.035000E-8	2.603933E-4
1.040000E-8	3.751609E-4
1.045000E-8	4.813638E-4
1.050000E-8	5.618725E-4
1.055000E-8	5.944185E-4
1.060000E-8	5.721502E-4
1.065000E-8	5.139099E-4
1.070000E-8	4.282624E-4
1.075000E-8	3.066429E-4
1.080000E-8	1.593292E-4
1.085000E-8	2.058028E-5
1.090000E-8	-9.418738E-5
1.095000E-8	-1.849737E-4
1.100000E-8	-2.363622E-4
1.105000E-8	-2.243716E-4
1.110000E-8	-1.815478E-4
1.115000E-8	-1.301593E-4
1.120000E-8	-6.335428E-5
1.125000E-8	3.085798E-5
1.130000E-8	1.267832E-4
1.135000E-8	1.901623E-4
1.140000E-8	1.970141E-4
1.145000E-8	1.576163E-4
1.150000E-8	9.766303E-5
1.155000E-8	2.571913E-5
1.160000E-8	-5.992838E-5
1.165000E-8	-1.490018E-4
1.170000E-8	-2.140939E-4
1.175000E-8	-2.500658E-4
1.180000E-8	-2.620565E-4
1.185000E-8	-2.432140E-4
1.190000E-8	-1.798349E-4
1.195000E-8	-7.020608E-5
1.200000E-8	6.340403E-5
1.205000E-8	2.209954E-4
1.210000E-8	3.957163E-4
1.215000E-8	5.652984E-4
1.220000E-8	7.074732E-4
1.225000E-8	7.999725E-4
1.230000E-8	8.290927E-4
1.235000E-8	8.119632E-4
1.240000E-8	7.725653E-4
1.245000E-8	7.057603E-4
1.250000E-8	5.841408E-4
1.255000E-8	4.385401E-4
1.260000E-8	3.083559E-4
1.265000E-8	1.935882E-4
1.270000E-8	9.766303E-5
1.275000E-8	3.770978E-5
1.280000E-8	2.229323E-5
1.285000E-8	4.284863E-5
1.290000E-8	1.113666E-4
1.295000E-8	2.124307E-4
1.300000E-8	3.169206E-4
1.305000E-8	4.265494E-4
1.310000E-8	5.413171E-4
1.315000E-8	6.321034E-4
1.320000E-8	6.937696E-4
1.325000E-8	7.434452E-4
1.330000E-8	7.520099E-4
1.335000E-8	7.091862E-4
1.340000E-8	6.372423E-4
1.345000E-8	5.533077E-4
1.350000E-8	4.385401E-4
1.355000E-8	3.015041E-4
1.360000E-8	1.781717E-4
1.365000E-8	8.224648E-5
1.370000E-8	2.487468E-8
1.375000E-8	-6.335428E-5
1.380000E-8	-7.877083E-5
1.385000E-8	-5.307658E-5
1.390000E-8	1.737825E-6
1.395000E-8	9.595008E-5
1.400000E-8	2.261343E-4
1.405000E-8	3.580314E-4
1.410000E-8	4.727991E-4
1.415000E-8	5.772890E-4
1.420000E-8	6.612236E-4
1.425000E-8	6.903437E-4
1.430000E-8	6.697883E-4
1.435000E-8	6.303905E-4
1.440000E-8	5.652984E-4
1.445000E-8	4.625214E-4
1.450000E-8	3.751609E-4
1.455000E-8	3.323372E-4
1.460000E-8	2.929393E-4
1.465000E-8	2.552544E-4
1.470000E-8	2.535415E-4
1.475000E-8	3.015041E-4
1.480000E-8	3.888645E-4
1.485000E-8	5.121969E-4
1.490000E-8	6.303905E-4
1.495000E-8	6.629365E-4
1.500000E-8	6.046962E-4
1.505000E-8	5.259005E-4
1.510000E-8	4.505307E-4
1.515000E-8	3.614573E-4
1.520000E-8	2.449767E-4
1.525000E-8	1.113666E-4
1.530000E-8	-2.395643E-5
1.535000E-8	-1.421500E-4
1.540000E-8	-2.209457E-4
1.545000E-8	-2.569176E-4
1.550000E-8	-2.466399E-4
1.555000E-8	-1.849737E-4
1.560000E-8	-7.705788E-5
1.565000E-8	5.655223E-5
1.570000E-8	1.815976E-4
1.575000E-8	2.895134E-4
1.580000E-8	4.059940E-4
1.585000E-8	5.344653E-4
1.590000E-8	6.115480E-4
1.595000E-8	6.029833E-4
1.600000E-8	5.721502E-4
1.605000E-8	5.738631E-4
1.610000E-8	5.738631E-4
1.615000E-8	5.447430E-4
1.620000E-8	4.916415E-4
1.625000E-8	4.282624E-4
1.630000E-8	3.768739E-4
1.635000E-8	3.563185E-4
1.640000E-8	3.117818E-4
1.645000E-8	2.261343E-4
1.650000E-8	1.661810E-4
1.655000E-8	1.233573E-4
1.660000E-8	2.743208E-5
1.665000E-8	-9.418738E-5
1.670000E-8	-1.455759E-4
1.675000E-8	-1.421500E-4
1.680000E-8	-1.712701E-4
1.685000E-8	-1.969644E-4
1.690000E-8	-1.592795E-4
1.695000E-8	-8.048378E-5
1.700000E-8	3.450775E-6
1.705000E-8	8.053353E-5
1.710000E-8	1.524774E-4
1.715000E-8	2.261343E-4
1.720000E-8	3.015041E-4
1.725000E-8	3.546055E-4
1.730000E-8	3.631703E-4
1.735000E-8	3.546055E-4
1.740000E-8	3.494667E-4
1.745000E-8	3.306242E-4
1.750000E-8	3.049300E-4
1.755000E-8	2.860875E-4
1.760000E-8	2.723839E-4
1.765000E-8	2.398379E-4
1.770000E-8	2.004400E-4
1.775000E-8	1.815976E-4
1.780000E-8	1.867364E-4
1.785000E-8	2.312731E-4
1.790000E-8	3.237724E-4
1.795000E-8	4.436789E-4
1.800000E-8	5.927056E-4
1.805000E-8	8.427963E-4
1.810000E-8	1.219645E-3
1.815000E-8	1.680429E-3
1.820000E-8	2.242276E-3
1.825000E-8	2.975419E-3
1.830000E-8	3.907264E-3
1.835000E-8	5.030959E-3
1.840000E-8	6.365347E-3
1.845000E-8	7.881308E-3
1.850000E-8	9.517175E-3
1.855000E-8	1.127295E-2
1.860000E-8	1.314349E-2
1.865000E-8	1.503287E-2
1.870000E-8	1.684860E-2
1.875000E-8	1.859067E-2
1.880000E-8	2.024367E-2
1.885000E-8	2.175963E-2
1.890000E-8	2.315568E-2
1.895000E-8	2.447123E-2
1.900000E-8	2.566516E-2
1.905000E-8	2.672718E-2
1.910000E-8	2.772755E-2
1.915000E-8	2.869365E-2
1.920000E-8	2.960665E-2
1.925000E-8	3.050938E-2
1.930000E-8	3.144465E-2
1.935000E-8	3.234909E-2
1.940000E-8	3.318672E-2
1.945000E-8	3.396097E-2
1.950000E-8	3.465814E-2
1.955000E-8	3.524569E-2
1.960000E-8	3.576128E-2
1.965000E-8	3.617582E-2
1.970000E-8	3.644304E-2
1.975000E-8	3.659035E-2
1.980000E-8	3.666743E-2
1.985000E-8	3.660577E-2
1.990000E-8	3.633855E-2
1.995000E-8	3.589832E-2
2.000000E-8	3.532619E-2
2.005000E-8	3.460162E-2
2.010000E-8	3.373315E-2
2.015000E-8	3.273621E-2
2.020000E-8	3.159881E-2
2.025000E-8	3.031410E-2
2.030000E-8	2.893518E-2
2.035000E-8	2.753056E-2
2.040000E-8	2.613108E-2
2.045000E-8	2.471447E-2
2.050000E-8	2.328587E-2
2.055000E-8	2.190009E-2
2.060000E-8	2.058283E-2
2.065000E-8	1.934437E-2
2.070000E-8	1.821040E-2
2.075000E-8	1.720490E-2
2.080000E-8	1.633643E-2
2.085000E-8	1.563755E-2
2.090000E-8	1.510311E-2
2.095000E-8	1.468857E-2
2.100000E-8	1.443677E-2
2.105000E-8	1.443505E-2
2.110000E-8	1.466802E-2
2.115000E-8	1.501403E-2
2.120000E-8	1.541658E-2
2.125000E-8	1.591333E-2
2.130000E-8	1.649745E-2
2.135000E-8	1.712439E-2
2.140000E-8	1.775989E-2
2.145000E-8	1.840225E-2
2.150000E-8	1.902919E-2
2.155000E-8	1.965270E-2
2.160000E-8	2.026251E-2
2.165000E-8	2.084491E-2
2.170000E-8	2.144445E-2
2.175000E-8	2.209537E-2
2.180000E-8	2.274286E-2
2.185000E-8	2.333383E-2
2.190000E-8	2.392480E-2
2.195000E-8	2.452604E-2
2.200000E-8	2.502451E-2
2.205000E-8	2.537909E-2
2.210000E-8	2.567029E-2
2.215000E-8	2.592724E-2
2.220000E-8	2.611566E-2
2.225000E-8	2.623385E-2
2.230000E-8	2.628353E-2
2.235000E-8	2.626983E-2
2.240000E-8	2.621673E-2
2.245000E-8	2.614821E-2
2.250000E-8	2.603001E-2
2.255000E-8	2.581418E-2
2.260000E-8	2.550756E-2
2.265000E-8	2.508960E-2
2.270000E-8	2.451919E-2
2.275000E-8	2.377235E-2
2.280000E-8	2.288161E-2
2.285000E-8	2.187268E-2
2.290000E-8	2.075413E-2
2.295000E-8	1.953793E-2
2.300000E-8	1.828234E-2
2.305000E-8	1.703874E-2
2.310000E-8	1.586537E-2
2.315000E-8	1.476565E-2
2.320000E-8	1.373275E-2
2.325000E-8	1.279919E-2
2.330000E-8	1.200952E-2
2.335000E-8	1.136374E-2
2.340000E-8	1.084814E-2
2.345000E-8	1.045245E-2
2.350000E-8	1.016981E-2
2.355000E-8	9.991663E-3
2.360000E-8	9.947126E-3
2.365000E-8	1.001907E-2
2.370000E-8	1.014412E-2
2.375000E-8	1.032740E-2
2.380000E-8	1.065971E-2
2.385000E-8	1.114790E-2
2.390000E-8	1.173031E-2
2.395000E-8	1.237438E-2
2.400000E-8	1.309382E-2
2.405000E-8	1.386978E-2
2.410000E-8	1.467487E-2
2.415000E-8	1.549708E-2
2.420000E-8	1.635013E-2
2.425000E-8	1.720490E-2
2.430000E-8	1.800484E-2
2.435000E-8	1.872942E-2
2.440000E-8	1.941117E-2
2.445000E-8	2.004839E-2
2.450000E-8	2.061880E-2
2.455000E-8	2.112755E-2
2.460000E-8	2.160204E-2
2.465000E-8	2.204569E-2
2.470000E-8	2.240712E-2
2.475000E-8	2.268805E-2
2.480000E-8	2.289532E-2
2.485000E-8	2.300837E-2
2.490000E-8	2.298096E-2
2.495000E-8	2.282508E-2
2.500000E-8	2.258527E-2
2.505000E-8	2.224611E-2
2.510000E-8	2.177333E-2
2.515000E-8	2.118750E-2
2.520000E-8	2.051431E-2
2.525000E-8	1.974691E-2
2.530000E-8	1.888359E-2
2.535000E-8	1.793975E-2
2.540000E-8	1.695480E-2
2.545000E-8	1.595102E-2
2.550000E-8	1.491811E-2
2.555000E-8	1.386293E-2
2.560000E-8	1.284715E-2
2.565000E-8	1.189818E-2
2.570000E-8	1.095948E-2
2.575000E-8	1.003277E-2
2.580000E-8	9.196854E-3
2.585000E-8	8.473989E-3
2.590000E-8	7.850475E-3
2.595000E-8	7.350294E-3
2.600000E-8	7.000852E-3
2.605000E-8	6.807288E-3
2.610000E-8	6.762752E-3
2.615000E-8	6.870668E-3
2.620000E-8	7.124184E-3
2.625000E-8	7.511311E-3
2.630000E-8	8.008066E-3
2.635000E-8	8.599034E-3
2.640000E-8	9.275649E-3
2.645000E-8	1.002763E-2
2.650000E-8	1.081045E-2
2.655000E-8	1.157614E-2
2.660000E-8	1.232813E-2
2.665000E-8	1.309039E-2
2.670000E-8	1.386293E-2
2.675000E-8	1.463718E-2
2.680000E-8	1.541658E-2
2.685000E-8	1.620625E-2
2.690000E-8	1.699078E-2
2.695000E-8	1.775475E-2
2.700000E-8	1.848276E-2
2.705000E-8	1.915081E-2
2.710000E-8	1.974349E-2
2.715000E-8	2.026936E-2
2.720000E-8	2.072158E-2
2.725000E-8	2.108473E-2
2.730000E-8	2.134681E-2
2.735000E-8	2.148898E-2
2.740000E-8	2.149241E-2
2.745000E-8	2.134681E-2
2.750000E-8	2.106075E-2
2.755000E-8	2.063936E-2
2.760000E-8	2.010149E-2
2.765000E-8	1.945057E-2
2.770000E-8	1.866947E-2
2.775000E-8	1.778730E-2
2.780000E-8	1.686402E-2
2.785000E-8	1.591333E-2
2.790000E-8	1.493352E-2
2.795000E-8	1.392631E-2
2.800000E-8	1.292423E-2
2.805000E-8	1.195128E-2
2.810000E-8	1.102115E-2
2.815000E-8	1.011671E-2
2.820000E-8	9.249955E-3
2.825000E-8	8.460285E-3
2.830000E-8	7.747698E-3
2.835000E-8	7.093351E-3
2.840000E-8	6.519513E-3
2.845000E-8	6.074146E-3
2.850000E-8	5.770954E-3
2.855000E-8	5.589381E-3
2.860000E-8	5.531141E-3
2.865000E-8	5.604797E-3
2.870000E-8	5.798361E-3
2.875000E-8	6.089562E-3
2.880000E-8	6.457847E-3
2.885000E-8	6.899788E-3
2.890000E-8	7.401682E-3
2.895000E-8	7.939548E-3
2.900000E-8	8.511674E-3
2.905000E-8	9.133475E-3
2.910000E-8	9.806664E-3
2.915000E-8	1.050726E-2
2.920000E-8	1.123869E-2
2.925000E-8	1.202665E-2
2.930000E-8	1.286428E-2
2.935000E-8	1.371904E-2
2.940000E-8	1.457723E-2
2.945000E-8	1.543884E-2
2.950000E-8	1.625078E-2
2.955000E-8	1.695823E-2
2.960000E-8	1.758003E-2
2.965000E-8	1.811105E-2
2.970000E-8	1.850160E-2
2.975000E-8	1.873627E-2
2.980000E-8	1.883048E-2
2.985000E-8	1.878595E-2
2.990000E-8	1.859410E-2
2.995000E-8	1.828748E-2
3.000000E-8	1.789350E-2
3.005000E-8	1.740702E-2
3.010000E-8	1.685545E-2
3.015000E-8	1.626791E-2
3.020000E-8	1.564782E-2
3.025000E-8	1.497977E-2
3.030000E-8	1.428432E-2
3.035000E-8	1.356830E-2
3.040000E-8	1.280433E-2
3.045000E-8	1.198725E-2
3.050000E-8	1.112564E-2
3.055000E-8	1.022120E-2
3.060000E-8	9.284214E-3
3.065000E-8	8.324962E-3
3.070000E-8	7.360571E-3
3.075000E-8	6.416736E-3
3.080000E-8	5.529428E-3
3.085000E-8	4.744897E-3
3.090000E-8	4.093975E-3
3.095000E-8	3.576665E-3
3.100000E-8	3.194677E-3
3.105000E-8	2.958290E-3
3.110000E-8	2.858939E-3
3.115000E-8	2.889772E-3
3.120000E-8	3.050789E-3
3.125000E-8	3.319722E-3
3.130000E-8	3.653747E-3
3.135000E-8	4.056291E-3
3.140000E-8	4.558185E-3
3.145000E-8	5.144014E-3
3.150000E-8	5.805213E-3
3.155000E-8	6.546920E-3
3.160000E-8	7.367423E-3
3.165000E-8	8.247879E-3
3.170000E-8	9.181437E-3
3.175000E-8	1.014583E-2
3.180000E-8	1.111364E-2
3.185000E-8	1.205919E-2
3.190000E-8	1.296363E-2
3.195000E-8	1.379441E-2
3.200000E-8	1.453783E-2
3.205000E-8	1.516991E-2
3.210000E-8	1.565810E-2
3.215000E-8	1.601097E-2
3.220000E-8	1.625421E-2
3.225000E-8	1.637411E-2
3.230000E-8	1.637754E-2
3.235000E-8	1.629532E-2
3.240000E-8	1.613601E-2
3.245000E-8	1.587222E-2
3.250000E-8	1.552963E-2
3.255000E-8	1.511852E-2
3.260000E-8	1.461834E-2
3.265000E-8	1.400339E-2
3.270000E-8	1.330793E-2
3.275000E-8	1.254225E-2
3.280000E-8	1.170119E-2
3.285000E-8	1.080017E-2
3.290000E-8	9.861478E-3
3.295000E-8	8.903939E-3
3.300000E-8	7.960104E-3
3.305000E-8	7.081360E-3
3.310000E-8	6.269422E-3
3.315000E-8	5.510585E-3
3.320000E-8	4.823692E-3
3.325000E-8	4.248141E-3
3.330000E-8	3.756524E-3
3.335000E-8	3.302593E-3
3.340000E-8	2.893198E-3
3.345000E-8	2.560885E-3
3.350000E-8	2.297091E-3
3.355000E-8	2.091537E-3
3.360000E-8	1.951075E-3
3.365000E-8	1.884270E-3
3.370000E-8	1.913390E-3
3.375000E-8	2.052139E-3
3.380000E-8	2.286813E-3
3.385000E-8	2.605422E-3
3.390000E-8	3.025095E-3
3.395000E-8	3.545831E-3
3.400000E-8	4.153929E-3
3.405000E-8	4.827118E-3
3.410000E-8	5.544844E-3
3.415000E-8	6.289977E-3
3.420000E-8	7.060805E-3
3.425000E-8	7.865892E-3
3.430000E-8	8.681256E-3
3.435000E-8	9.484629E-3
3.440000E-8	1.025546E-2
3.445000E-8	1.098517E-2
3.450000E-8	1.167549E-2
3.455000E-8	1.231614E-2
3.460000E-8	1.289683E-2
3.465000E-8	1.341071E-2
3.470000E-8	1.382696E-2
3.475000E-8	1.410103E-2
3.480000E-8	1.422265E-2
3.485000E-8	1.422094E-2
3.490000E-8	1.408733E-2
3.495000E-8	1.380640E-2
3.500000E-8	1.339187E-2
3.505000E-8	1.287627E-2
3.510000E-8	1.224419E-2
3.515000E-8	1.151448E-2
3.520000E-8	1.073680E-2
3.525000E-8	9.931709E-3
3.530000E-8	9.085512E-3
3.535000E-8	8.213620E-3
3.540000E-8	7.333164E-3
3.545000E-8	6.447569E-3
3.550000E-8	5.587668E-3
3.555000E-8	4.779156E-3
3.560000E-8	4.010041E-3
3.565000E-8	3.282037E-3
3.570000E-8	2.607135E-3
3.575000E-8	1.978482E-3
3.580000E-8	1.389227E-3
3.585000E-8	8.702035E-4
3.590000E-8	4.385401E-4
3.595000E-8	7.196878E-5
3.600000E-8	-2.106680E-4
3.605000E-8	-3.682594E-4
3.610000E-8	-4.162220E-4
3.615000E-8	-3.802500E-4
3.620000E-8	-2.346493E-4
3.625000E-8	3.942273E-5
3.630000E-8	4.111329E-4
3.635000E-8	8.633517E-4
3.640000E-8	1.401218E-3
3.645000E-8	2.016167E-3
3.650000E-8	2.682505E-3
3.655000E-8	3.377962E-3
3.660000E-8	4.100827E-3
3.665000E-8	4.849386E-3
3.670000E-8	5.628779E-3
3.675000E-8	6.432152E-3
3.680000E-8	7.228674E-3
3.685000E-8	8.023483E-3
3.690000E-8	8.818292E-3
3.695000E-8	9.592545E-3
3.700000E-8	1.033939E-2
3.705000E-8	1.104341E-2
3.710000E-8	1.166179E-2
3.715000E-8	1.215683E-2
3.720000E-8	1.253197E-2
3.725000E-8	1.276835E-2
3.730000E-8	1.283516E-2
3.735000E-8	1.275294E-2
3.740000E-8	1.255766E-2
3.745000E-8	1.224419E-2
3.750000E-8	1.181082E-2
3.755000E-8	1.127980E-2
3.760000E-8	1.066485E-2
3.765000E-8	9.971107E-3
3.770000E-8	9.227687E-3
3.775000E-8	8.463711E-3
3.780000E-8	7.672328E-3
3.785000E-8	6.877519E-3
3.790000E-8	6.110118E-3
3.795000E-8	5.352994E-3
3.800000E-8	4.566750E-3
3.805000E-8	3.778793E-3
3.810000E-8	3.031946E-3
3.815000E-8	2.329637E-3
3.820000E-8	1.641031E-3
3.825000E-8	9.661287E-4
3.830000E-8	3.460408E-4
3.835000E-8	-2.021032E-4
3.840000E-8	-6.765904E-4
3.845000E-8	-1.065430E-3
3.850000E-8	-1.351493E-3
3.855000E-8	-1.541630E-3
3.860000E-8	-1.630704E-3
3.865000E-8	-1.605009E-3
3.870000E-8	-1.466260E-3
3.875000E-8	-1.221309E-3
3.880000E-8	-8.718667E-4
3.885000E-8	-4.145090E-4
3.890000E-8	1.387738E-4
3.895000E-8	7.845560E-4
3.900000E-8	1.500569E-3
3.905000E-8	2.252554E-3
3.910000E-8	3.023382E-3
3.915000E-8	3.831894E-3
3.920000E-8	4.676379E-3
3.925000E-8	5.508872E-3
3.930000E-8	6.295116E-3
3.935000E-8	7.041963E-3
3.940000E-8	7.742559E-3
3.945000E-8	8.369499E-3
3.950000E-8	8.912504E-3
3.955000E-8	9.366436E-3
3.960000E-8	9.731294E-3
3.965000E-8	1.000879E-2
3.970000E-8	1.020749E-2
3.975000E-8	1.033597E-2
3.980000E-8	1.040106E-2
3.985000E-8	1.040106E-2
3.990000E-8	1.032569E-2
3.995000E-8	1.017324E-2
4.000000E-8	9.959116E-3
4.005000E-8	9.683332E-3
4.010000E-8	9.333890E-3
4.015000E-8	8.897087E-3
4.020000E-8	8.383202E-3
4.025000E-8	7.807651E-3
4.030000E-8	7.160156E-3
4.035000E-8	6.442430E-3
4.040000E-8	5.661325E-3
4.045000E-8	4.837396E-3
4.050000E-8	4.001476E-3
4.055000E-8	3.175834E-3
4.060000E-8	2.351905E-3
4.065000E-8	1.543393E-3
4.070000E-8	7.948337E-4
4.075000E-8	1.387738E-4
4.080000E-8	-4.299256E-4
4.085000E-8	-9.009869E-4
4.090000E-8	-1.253855E-3
4.095000E-8	-1.503945E-3
4.100000E-8	-1.654685E-3
4.105000E-8	-1.687231E-3
4.110000E-8	-1.608435E-3
4.115000E-8	-1.438853E-3
4.120000E-8	-1.192188E-3
4.125000E-8	-8.684408E-4
4.130000E-8	-4.658975E-4
4.135000E-8	-5.113975E-6
4.140000E-8	4.950674E-4
4.145000E-8	1.032934E-3
4.150000E-8	1.613624E-3
4.155000E-8	2.226860E-3
4.160000E-8	2.857226E-3
4.165000E-8	3.487591E-3
4.170000E-8	4.111105E-3
4.175000E-8	4.722628E-3
4.180000E-8	5.308457E-3
4.185000E-8	5.885721E-3
4.190000E-8	6.462985E-3
4.195000E-8	7.016268E-3
4.200000E-8	7.516450E-3
4.205000E-8	7.966956E-3
4.210000E-8	8.386628E-3
4.215000E-8	8.749774E-3
4.220000E-8	9.023846E-3
4.225000E-8	9.212270E-3
4.230000E-8	9.327038E-3
4.235000E-8	9.349306E-3
4.240000E-8	9.282501E-3
4.245000E-8	9.135188E-3
4.250000E-8	8.921069E-3
4.255000E-8	8.648710E-3
4.260000E-8	8.316397E-3
4.265000E-8	7.912141E-3
4.270000E-8	7.444506E-3
4.275000E-8	6.916917E-3
