============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Si (14)   Ion Mass= 028.0000
Energy  = 6500000.E-03 keV
0000439   1.9756E+04  2.0624E+04  1.2860E+03
0000440   1.9901E+04  1.8223E+04  7.1588E+02
0000441   2.0294E+04  2.0038E+04 -6.7703E+02
0000442   1.8703E+04  2.2198E+04 -1.2888E+03
0000443   2.0824E+04  2.1330E+04  1.2166E+03
0000444   2.1052E+04  2.0552E+04 -5.6677E+02
0000445   2.0904E+04  1.9776E+04  1.3555E+03
0000446   2.0126E+04  2.0568E+04 -7.9364E+02
0000447   2.3157E+04  1.7534E+04 -3.6339E+03
0000448   2.0424E+04  2.0496E+04  1.0389E+03
0000449   2.0860E+04  2.0573E+04 -2.4561E+02
0000450   1.5292E+04  2.2798E+04  1.1381E+03
0000451   2.2623E+04  1.8682E+04 -1.6537E+02
0000452   2.2017E+04  1.8055E+04 -1.1839E+03
0000453   1.4824E+04  2.1654E+04  9.5105E+03
0000454   1.9712E+04  2.1935E+04 -7.5000E+02
0000455   2.0645E+04  2.1061E+04 -2.2714E+03
0000456   2.0432E+04  2.0044E+04  1.9464E+03
0000457   1.7057E+04  2.4157E+04  1.8200E+03
0000458   2.1911E+04  1.3727E+04 -4.7183E+03
0000459   1.9368E+04  2.0347E+04  2.0057E+02
0000460   1.8784E+04  1.9790E+04 -4.1618E+03
0000461   2.3178E+04  1.7514E+04  1.7379E+03
0000462   2.0189E+04  2.0747E+04  2.9581E+03
0000463   1.7794E+04  1.9559E+04  8.0494E+02
0000464   2.0265E+04  1.7588E+04 -5.8315E+02
0000465   1.7740E+04  2.3185E+04  2.3240E+02
0000466   1.8772E+04  2.1278E+04  2.2088E+03
0000467   1.8705E+04  2.1585E+04  2.0617E+03
0000468   2.1727E+04  1.8486E+04 -2.5455E+02
0000469   2.0086E+04  2.0110E+04 -3.2944E+03
0000470   2.2125E+04  1.7306E+04 -1.8885E+03
0000471   1.8241E+04  2.1768E+04  6.6497E+00
0000472   1.8657E+04  1.7179E+04 -2.1754E+03
0000473   2.0798E+04  1.8408E+04  2.6847E+03
0000474   1.9439E+04  2.0167E+04  1.7828E+03
0000475   1.7206E+04  2.1971E+04 -6.8067E+02
0000476   1.9263E+04  2.2349E+04 -2.2922E+02
