##Thermal_diffusivity,,,,,,,,,,,
#Std_Dev,,0,,0.019,,,,,,,
190,70,600,Standard(l),23.657,0.2,250,0.6,14,7.163,2562732.4,2.553
191.1,71,600,Standard(l),23.625,0.2,250,0.6,14,5.959,2181619.6,2.391
192.1,72,600,Standard(l),23.637,0.2,250,0.6,14,6.126,2181619.6,2.52
#Mean,,600,,23.64,,,,,,,
#Std_Dev,,0,,0.016,,,,,,,
198.3,73,625,Standard(l),22.763,0.2,250,0.6,14.6,6.541,2181619.6,2.542
199.3,74,625,Standard(l),22.775,0.2,250,0.6,14.5,6.516,2181619.6,2.504
200.2,75,625,Standard(l),22.75,0.2,250,0.6,14.5,6.559,2181619.6,2.5
#Mean,,625,,22.763,,,,,,,
#Std_Dev,,0,,0.012,,,,,,,
206.4,76,650,Standard(l),21.951,0.2,250,0.6,15,7.018,2181619.6,2.506
207.4,77,650,Standard(l),21.947,0.2,250,0.6,15.1,7.095,2181619.6,2.525
208.5,78,650,Standard(l),21.973,0.2,250,0.6,15.1,6.085,1879357.9,2.515
#Mean,,650,,21.957,,,,,,,
#Std_Dev,,0,,0.014,,,,,,,
214.7,79,675,Standard(l),21.222,0.2,250,0.6,15.6,6.403,1879357.9,2.505
215.7,80,675,Standard(l),21.192,0.2,250,0.6,15.6,6.355,1879357.9,2.487
216.7,81,675,Standard(l),21.205,0.2,250,0.6,15.6,6.523,1879357.9,2.497
#Mean,,675,,21.206,,,,,,,
#Std_Dev,,0,,0.015,,,,,,,
222.9,82,700,Standard(l),20.509,0.2,250,0.6,16.1,6.913,1879357.9,2.555
223.9,83,700,Standard(l),20.515,0.2,250,0.6,16.1,6.921,1879357.9,2.506
224.9,84,700,Standard(l),20.483,0.2,250,0.6,16.1,6.85,1879357.9,2.54
#Mean,,700,,20.502,,,,,,,
#Std_Dev,,0,,0.017,,,,,,,
231,85,725,Standard(l),19.835,0.2,250,0.6,16.7,7.392,1879357.9,2.512
232,86,725,Standard(l),19.819,0.2,250,0.6,16.7,6.041,1555193.1,2.518
233,87,725,Standard(l),19.84,0.2,250,0.6,16.7,6.121,1555193.1,2.501
#Mean,,725,,19.832,,,,,,,
#Std_Dev,,0,,0.011,,,,,,,
239.2,88,750,Standard(l),19.244,0.2,250,0.6,17.1,6.418,1555193.1,2.517
240.3,89,750,Standard(l),19.237,0.2,250,0.6,17.2,6.446,1555193.1,2.516
241.3,90,750,Standard(l),19.242,0.2,250,0.6,17.1,6.448,1555193.1,2.5
#Mean,,750,,19.241,,,,,,,
#Std_Dev,,0,,0.003,,,,,,,
247.5,91,775,Standard(l),18.671,0.2,250,0.6,17.7,6.8,1555193.1,2.506
248.6,92,775,Standard(l),18.605,0.2,250,0.6,17.7,6.71,1555193.1,2.522
249.6,93,775,Standard(l),18.642,0.2,250,0.6,17.7,6.762,1555193.1,2.491
#Mean,,775,,18.639,,,,,,,
#Std_Dev,,0,,0.033,,,,,,,
255.8,94,800,Standard(l),18.07,0.2,250,0.6,18.2,7.145,1555193.1,2.515
256.7,95,800,Standard(l),18.061,0.2,250,0.6,18.2,6.116,1342420.9,2.501
257.8,96,800,Standard(l),18.057,0.2,250,0.6,18.2,6.092,1342420.9,2.551
#Mean,,800,,18.063,,,,,,,
#Std_Dev,,0,,0.007,,,,,,,
