Distance_(nm)	Gray_Value
87.501	5305.938
87.871	5353.100
88.242	5409.578
88.613	5579.611
88.984	5543.941
89.355	5572.136
89.725	5540.340
90.096	5501.121
90.467	5524.295
90.838	5457.197
91.208	5518.611
91.579	5693.398
91.950	5699.639
92.321	5634.746
92.691	5541.541
93.062	5635.250
93.433	5568.312
93.804	5594.166
94.174	5595.816
94.545	5449.689
94.916	5465.663
95.287	5503.023
95.658	5596.888
96.028	5566.075
96.399	5487.338
96.770	5372.070
97.141	5412.625
97.511	5382.955
97.882	5387.373
98.253	5389.839
98.624	5371.057
98.994	5451.367
99.365	5488.293
99.736	5487.505
100.107	5486.207
100.477	5636.746
100.848	5662.461
101.219	5755.073
101.590	5778.943
101.961	5702.506
102.331	5547.396
102.702	5508.914
103.073	5440.493
103.444	5434.089
103.814	5465.965
104.185	5536.620
104.556	5619.483
104.927	5560.453
105.297	5517.268
105.668	5449.727
106.039	5463.292
106.410	5564.733
106.780	5755.389
107.151	5741.036
107.522	5660.787
107.893	5594.157
108.264	5472.736
108.634	5438.580
109.005	5452.938
109.376	5576.783
109.747	5629.387
110.117	5717.992
110.488	5784.167
110.859	5790.444
111.230	5689.901
111.600	5630.758
111.971	5506.435
112.342	5445.422
112.713	5445.377
113.084	5477.891
113.454	5505.304
113.825	5521.250
114.196	5555.523
114.567	5628.605
114.937	5622.950
115.308	5589.746
115.679	5502.221
116.050	5446.906
116.420	5420.227
116.791	5511.248
117.162	5547.158
117.533	5574.832
117.903	5668.729
118.274	5672.368
118.645	5668.694
119.016	5691.852
119.387	5644.862
119.757	5484.001
120.128	5552.862
120.499	5501.678
120.870	5524.401
121.240	5603.421
121.611	5763.659
121.982	5800.953
122.353	5693.190
122.723	5674.517
123.094	5690.000
123.465	5723.937
123.836	5603.475
124.206	5575.783
124.577	5544.618
124.948	5598.419
125.319	5576.374
125.690	5547.358
126.060	5574.016
126.431	5544.034
126.802	5528.030
127.173	5580.145
127.543	5673.126
127.914	5621.199
128.285	5561.443
128.656	5543.083
129.026	5469.389
129.397	5468.833
129.768	5521.744
130.139	5695.269
130.509	5686.520
130.880	5606.408
131.251	5534.446
131.622	5513.963
131.993	5445.190
132.363	5436.413
132.734	5347.944
133.105	5432.530
133.476	5424.758
133.846	5428.698
134.217	5410.241
134.588	5590.420
134.959	5683.500
135.329	5718.657
135.700	5747.213
136.071	5655.731
136.442	5638.915
136.812	5626.952
137.183	5655.370
137.554	5590.561
137.925	5559.771
138.296	5639.913
